Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed Jul 31 10:36:39 2024
| Host         : aoi running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -file util.toggle.txt -hierarchical
| Design       : blackparrot_bd_1_wrapper
| Device       : xc7z045ffg900-2
| Speed File   : -2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                                  Instance                                                 |                              Module                             | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                   nz.tag_array[4].v_reg                                                                   |                                           bsg_dff_reset_en_3910 |        139 |        139 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3911 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                           bsg_dff_reset_en_3912 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3913 |         10 |         10 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                           bsg_dff_reset_en_3914 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3915 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                           bsg_dff_reset_en_3916 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[8].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3917 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[8].v_reg                                                                   |                                           bsg_dff_reset_en_3918 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[9].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3919 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[9].v_reg                                                                   |                                           bsg_dff_reset_en_3920 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                             bsg_async_fifo__parameterized6_3882 |         46 |         30 |      16 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                               bsg_mem_1r1w__parameterized6_3883 |         32 |         16 |      16 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                         bsg_mem_1r1w_synth__parameterized6_3888 |         32 |         16 |      16 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                         bsg_async_ptr_gray_3884 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                         bsg_async_ptr_gray_3884 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                        bsg_launch_sync_sync__32 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                        bsg_launch_sync_sync_posedge_4_unit_3887 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                         bsg_async_ptr_gray_3885 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                         bsg_async_ptr_gray_3885 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                        bsg_launch_sync_sync__33 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                        bsg_launch_sync_sync_posedge_4_unit_3886 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|               rof[2].i_cov                                                                                |                                       bsg_cover__parameterized1 |        378 |        372 |       6 |    0 |   329 |      0 |      0 |          0 |
|                 (rof[2].i_cov)                                                                            |                                       bsg_cover__parameterized1 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                    bsg_cam_1r1w_tag_array_snoop__parameterized1 |        358 |        358 |       0 |    0 |   288 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2276 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                           bsg_dff_reset_en_2277 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[10].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2278 |          5 |          5 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[10].v_reg                                                                  |                                           bsg_dff_reset_en_2279 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[11].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2280 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[11].v_reg                                                                  |                                           bsg_dff_reset_en_2281 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[12].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2282 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[12].v_reg                                                                  |                                           bsg_dff_reset_en_2283 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[13].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2284 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[13].v_reg                                                                  |                                           bsg_dff_reset_en_2285 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[14].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2286 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[14].v_reg                                                                  |                                           bsg_dff_reset_en_2287 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[15].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2288 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[15].v_reg                                                                  |                                           bsg_dff_reset_en_2289 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[16].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2290 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[16].v_reg                                                                  |                                           bsg_dff_reset_en_2291 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[17].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2292 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[17].v_reg                                                                  |                                           bsg_dff_reset_en_2293 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[18].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2294 |         55 |         55 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[18].v_reg                                                                  |                                           bsg_dff_reset_en_2295 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[19].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2296 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[19].v_reg                                                                  |                                           bsg_dff_reset_en_2297 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2298 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                           bsg_dff_reset_en_2299 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[20].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2300 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[20].v_reg                                                                  |                                           bsg_dff_reset_en_2301 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[21].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2302 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[21].v_reg                                                                  |                                           bsg_dff_reset_en_2303 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[22].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2304 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[22].v_reg                                                                  |                                           bsg_dff_reset_en_2305 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[23].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2306 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[23].v_reg                                                                  |                                           bsg_dff_reset_en_2307 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[24].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2308 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[24].v_reg                                                                  |                                           bsg_dff_reset_en_2309 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[25].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2310 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[25].v_reg                                                                  |                                           bsg_dff_reset_en_2311 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[26].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2312 |          5 |          5 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[26].v_reg                                                                  |                                           bsg_dff_reset_en_2313 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[27].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2314 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[27].v_reg                                                                  |                                           bsg_dff_reset_en_2315 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[28].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2316 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[28].v_reg                                                                  |                                           bsg_dff_reset_en_2317 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[29].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2318 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[29].v_reg                                                                  |                                           bsg_dff_reset_en_2319 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2320 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                           bsg_dff_reset_en_2321 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[30].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2322 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[30].v_reg                                                                  |                                           bsg_dff_reset_en_2323 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[31].tag_r_reg                                                              |                                 bsg_dff_en__parameterized1_2324 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[31].v_reg                                                                  |                                           bsg_dff_reset_en_2325 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2326 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                           bsg_dff_reset_en_2327 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2328 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                           bsg_dff_reset_en_2329 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2330 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                           bsg_dff_reset_en_2331 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2332 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                           bsg_dff_reset_en_2333 |         10 |         10 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2334 |         11 |         11 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                           bsg_dff_reset_en_2335 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[8].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2336 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[8].v_reg                                                                   |                                           bsg_dff_reset_en_2337 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[9].tag_r_reg                                                               |                                 bsg_dff_en__parameterized1_2338 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   nz.tag_array[9].v_reg                                                                   |                                           bsg_dff_reset_en_2339 |         25 |         25 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                             bsg_async_fifo_2269 |         20 |         14 |       6 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                               bsg_mem_1r1w_2270 |          6 |          0 |       6 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                         bsg_mem_1r1w_synth_2275 |          6 |          0 |       6 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                         bsg_async_ptr_gray_2271 |          7 |          7 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                         bsg_async_ptr_gray_2271 |          7 |          7 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                        bsg_launch_sync_sync__76 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                        bsg_launch_sync_sync_posedge_4_unit_2274 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                         bsg_async_ptr_gray_2272 |          7 |          7 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                         bsg_async_ptr_gray_2272 |          7 |          7 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                        bsg_launch_sync_sync__77 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                        bsg_launch_sync_sync_posedge_4_unit_2273 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|               rof[30].i_cov                                                                               |                                      bsg_cover__parameterized29 |        636 |        620 |      16 |    0 |   777 |      0 |      0 |          0 |
|                 (rof[30].i_cov)                                                                           |                                      bsg_cover__parameterized29 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                   bsg_cam_1r1w_tag_array_snoop__parameterized29 |        574 |        574 |       0 |    0 |   736 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                   bsg_cam_1r1w_tag_array_snoop__parameterized29 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3928 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                           bsg_dff_reset_en_3929 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[10].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3930 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[10].v_reg                                                                  |                                           bsg_dff_reset_en_3931 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[11].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3932 |          9 |          9 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[11].v_reg                                                                  |                                           bsg_dff_reset_en_3933 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[12].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3934 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[12].v_reg                                                                  |                                           bsg_dff_reset_en_3935 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[13].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3936 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[13].v_reg                                                                  |                                           bsg_dff_reset_en_3937 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[14].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3938 |          9 |          9 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[14].v_reg                                                                  |                                           bsg_dff_reset_en_3939 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[15].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3940 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[15].v_reg                                                                  |                                           bsg_dff_reset_en_3941 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[16].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3942 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[16].v_reg                                                                  |                                           bsg_dff_reset_en_3943 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[17].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3944 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[17].v_reg                                                                  |                                           bsg_dff_reset_en_3945 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[18].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3946 |          9 |          9 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[18].v_reg                                                                  |                                           bsg_dff_reset_en_3947 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[19].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3948 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[19].v_reg                                                                  |                                           bsg_dff_reset_en_3949 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3950 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                           bsg_dff_reset_en_3951 |        228 |        228 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[20].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3952 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[20].v_reg                                                                  |                                           bsg_dff_reset_en_3953 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[21].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3954 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[21].v_reg                                                                  |                                           bsg_dff_reset_en_3955 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[22].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3956 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[22].v_reg                                                                  |                                           bsg_dff_reset_en_3957 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[23].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3958 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[23].v_reg                                                                  |                                           bsg_dff_reset_en_3959 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[24].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3960 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[24].v_reg                                                                  |                                           bsg_dff_reset_en_3961 |         27 |         27 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[25].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3962 |          9 |          9 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[25].v_reg                                                                  |                                           bsg_dff_reset_en_3963 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[26].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3964 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[26].v_reg                                                                  |                                           bsg_dff_reset_en_3965 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[27].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3966 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[27].v_reg                                                                  |                                           bsg_dff_reset_en_3967 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[28].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3968 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[28].v_reg                                                                  |                                           bsg_dff_reset_en_3969 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[29].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3970 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[29].v_reg                                                                  |                                           bsg_dff_reset_en_3971 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3972 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                           bsg_dff_reset_en_3973 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[30].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3974 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[30].v_reg                                                                  |                                           bsg_dff_reset_en_3975 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[31].tag_r_reg                                                              |                                bsg_dff_en__parameterized15_3976 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[31].v_reg                                                                  |                                           bsg_dff_reset_en_3977 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3978 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                           bsg_dff_reset_en_3979 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3980 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                           bsg_dff_reset_en_3981 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3982 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                           bsg_dff_reset_en_3983 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3984 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                           bsg_dff_reset_en_3985 |         11 |         11 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3986 |          7 |          7 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                           bsg_dff_reset_en_3987 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[8].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3988 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[8].v_reg                                                                   |                                           bsg_dff_reset_en_3989 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[9].tag_r_reg                                                               |                                bsg_dff_en__parameterized15_3990 |          8 |          8 |       0 |    0 |    22 |      0 |      0 |          0 |
|                   nz.tag_array[9].v_reg                                                                   |                                           bsg_dff_reset_en_3991 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                             bsg_async_fifo__parameterized6_3921 |         62 |         46 |      16 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                               bsg_mem_1r1w__parameterized6_3922 |         48 |         32 |      16 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                         bsg_mem_1r1w_synth__parameterized6_3927 |         48 |         32 |      16 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                         bsg_async_ptr_gray_3923 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                         bsg_async_ptr_gray_3923 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                        bsg_launch_sync_sync__34 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                        bsg_launch_sync_sync_posedge_4_unit_3926 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
