Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Tue Jul 30 16:04:48 2024
| Host         : aoi running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -file util.8.txt -hierarchical
| Design       : blackparrot_bd_1_wrapper
| Device       : xc7z045ffg900-2
| Speed File   : -2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                                  Instance                                                 |                                   Module                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                 enc                                                                                       |                                   bsg_encode_one_hot__parameterized9_1833 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                            bsg_async_fifo__parameterized6 |        135 |        103 |      32 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                             bsg_mem_1r1w__parameterized30 |        121 |         89 |      32 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                       bsg_mem_1r1w_synth__parameterized30 |        121 |         89 |      32 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                                   bsg_async_ptr_gray_1837 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                                   bsg_async_ptr_gray_1837 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__30 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1840 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                                   bsg_async_ptr_gray_1838 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                                   bsg_async_ptr_gray_1838 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__29 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1839 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 piso.piso                                                                                 |               bsg_parallel_in_serial_out_passthrough__parameterized2_1834 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |          0 |
|                   data_mux                                                                                |                                     bsg_mux_one_hot__parameterized23_1835 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   multi_word.counter                                                                      |                         bsg_counter_clear_up_one_hot__parameterized4_1836 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |          0 |
|               cover_5                                                                                     |                                                 bsg_cover__parameterized4 |        533 |        477 |      56 |    0 |   716 |      0 |      0 |          0 |
|                 (cover_5)                                                                                 |                                                 bsg_cover__parameterized4 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                              bsg_cam_1r1w_tag_array_snoop__parameterized4 |        311 |        311 |       0 |    0 |   672 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                              bsg_cam_1r1w_tag_array_snoop__parameterized4 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                               bsg_dff_en__parameterized40 |         99 |         99 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1817 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1818 |         17 |         17 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1819 |         11 |         11 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1820 |         17 |         17 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1821 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1822 |          0 |          0 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1823 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1824 |        125 |        125 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1825 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1826 |         10 |         10 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1827 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1828 |         14 |         14 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1829 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                          bsg_dff_en__parameterized40_1830 |          0 |          0 |       0 |    0 |    83 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1831 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 enc                                                                                       |                                   bsg_encode_one_hot__parameterized9_1812 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                            bsg_async_fifo__parameterized7 |        215 |        159 |      56 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                             bsg_mem_1r1w__parameterized31 |        201 |        145 |      56 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                       bsg_mem_1r1w_synth__parameterized31 |        201 |        145 |      56 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                                   bsg_async_ptr_gray_1813 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                                   bsg_async_ptr_gray_1813 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__28 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1816 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                                   bsg_async_ptr_gray_1814 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                                   bsg_async_ptr_gray_1814 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__27 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1815 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 piso.piso                                                                                 |                    bsg_parallel_in_serial_out_passthrough__parameterized0 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|                   data_mux                                                                                |                                          bsg_mux_one_hot__parameterized21 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   multi_word.counter                                                                      |                              bsg_counter_clear_up_one_hot__parameterized2 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|               cover_6                                                                                     |                                                 bsg_cover__parameterized5 |        179 |        163 |      16 |    0 |   241 |      0 |      0 |          0 |
|                 (cover_6)                                                                                 |                                                 bsg_cover__parameterized5 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                                              bsg_cam_1r1w_tag_array_snoop |        136 |        136 |       0 |    0 |   200 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                                              bsg_cam_1r1w_tag_array_snoop |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                               bsg_dff_en__parameterized35 |         32 |         32 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1796 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1797 |          9 |          9 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1798 |         13 |         13 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1799 |          8 |          8 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1800 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1801 |          4 |          4 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1802 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1803 |         32 |         32 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1804 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1805 |          9 |          9 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1806 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1807 |          9 |          9 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1808 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                          bsg_dff_en__parameterized35_1809 |          2 |          2 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1810 |         12 |         12 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 enc                                                                                       |                                   bsg_encode_one_hot__parameterized9_1791 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                            bsg_async_fifo__parameterized2 |         40 |         24 |      16 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                             bsg_mem_1r1w__parameterized26 |         26 |         10 |      16 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                       bsg_mem_1r1w_synth__parameterized26 |         26 |         10 |      16 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                                   bsg_async_ptr_gray_1792 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                                   bsg_async_ptr_gray_1792 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__34 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1795 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                                   bsg_async_ptr_gray_1793 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                                   bsg_async_ptr_gray_1793 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__35 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1794 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|               cover_7                                                                                     |                                                 bsg_cover__parameterized6 |        207 |        187 |      20 |    0 |   273 |      0 |      0 |          0 |
|                 (cover_7)                                                                                 |                                                 bsg_cover__parameterized6 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                              bsg_cam_1r1w_tag_array_snoop__parameterized5 |        158 |        158 |       0 |    0 |   232 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                              bsg_cam_1r1w_tag_array_snoop__parameterized5 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                               bsg_dff_en__parameterized41 |         38 |         38 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1774 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1775 |         10 |         10 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1776 |         14 |         14 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1777 |         10 |         10 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1778 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1779 |          8 |          8 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1780 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1781 |         39 |         39 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1782 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1783 |         10 |         10 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1784 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1785 |         10 |         10 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1786 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                          bsg_dff_en__parameterized41_1787 |          7 |          7 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1788 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 enc                                                                                       |                                   bsg_encode_one_hot__parameterized9_1769 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                            bsg_async_fifo__parameterized8 |         46 |         26 |      20 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                             bsg_mem_1r1w__parameterized32 |         32 |         12 |      20 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                       bsg_mem_1r1w_synth__parameterized32 |         32 |         12 |      20 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                                   bsg_async_ptr_gray_1770 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                                   bsg_async_ptr_gray_1770 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__24 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1773 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                                   bsg_async_ptr_gray_1771 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                                   bsg_async_ptr_gray_1771 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__23 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1772 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|               cover_8                                                                                     |                                                 bsg_cover__parameterized7 |        405 |        365 |      40 |    0 |   531 |      0 |      0 |          0 |
|                 (cover_8)                                                                                 |                                                 bsg_cover__parameterized7 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                              bsg_cam_1r1w_tag_array_snoop__parameterized6 |        241 |        241 |       0 |    0 |   488 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                              bsg_cam_1r1w_tag_array_snoop__parameterized6 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                               bsg_dff_en__parameterized42 |         74 |         74 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1753 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1754 |         14 |         14 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1755 |         16 |         16 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1756 |         10 |         10 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1757 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1758 |          0 |          0 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1759 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1760 |         98 |         98 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1761 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1762 |          6 |          6 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1763 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1764 |         10 |         10 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1765 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                          bsg_dff_en__parameterized42_1766 |          0 |          0 |       0 |    0 |    60 |      0 |      0 |          0 |
|                   nz.tag_array[7].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1767 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 enc                                                                                       |                                   bsg_encode_one_hot__parameterized9_1748 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 in_afifo                                                                                  |                                            bsg_async_fifo__parameterized9 |        159 |        119 |      40 |    0 |    38 |      0 |      0 |          0 |
|                   MSYNC_1r1w                                                                              |                                             bsg_mem_1r1w__parameterized33 |        145 |        105 |      40 |    0 |     0 |      0 |      0 |          0 |
|                     synth                                                                                 |                                       bsg_mem_1r1w_synth__parameterized33 |        145 |        105 |      40 |    0 |     0 |      0 |      0 |          0 |
|                   bapg_rd                                                                                 |                                                   bsg_async_ptr_gray_1749 |          5 |          5 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_rd)                                                                             |                                                   bsg_async_ptr_gray_1749 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__22 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1752 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                   bapg_wr                                                                                 |                                                   bsg_async_ptr_gray_1750 |          9 |          9 |       0 |    0 |    19 |      0 |      0 |          0 |
|                     (bapg_wr)                                                                             |                                                   bsg_async_ptr_gray_1750 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|                     ptr_sync                                                                              |                                  bsg_launch_sync_sync__parameterized0__21 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                       sync.p.z.blss                                                                       |                                  bsg_launch_sync_sync_posedge_4_unit_1751 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 piso.piso                                                                                 |                    bsg_parallel_in_serial_out_passthrough__parameterized2 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |          0 |
|                   data_mux                                                                                |                                          bsg_mux_one_hot__parameterized23 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   multi_word.counter                                                                      |                              bsg_counter_clear_up_one_hot__parameterized4 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |          0 |
|               cover_9                                                                                     |                                                 bsg_cover__parameterized8 |        113 |        105 |       8 |    0 |   137 |      0 |      0 |          0 |
|                 (cover_9)                                                                                 |                                                 bsg_cover__parameterized8 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 cam                                                                                       |                              bsg_cam_1r1w_tag_array_snoop__parameterized7 |         78 |         78 |       0 |    0 |    96 |      0 |      0 |          0 |
|                   (cam)                                                                                   |                              bsg_cam_1r1w_tag_array_snoop__parameterized7 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   nz.tag_array[0].tag_r_reg                                                               |                                               bsg_dff_en__parameterized43 |         14 |         14 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[0].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1732 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[1].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1733 |          4 |          4 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[1].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1734 |         13 |         13 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[2].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1735 |          3 |          3 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[2].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1736 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[3].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1737 |          2 |          2 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[3].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1738 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[4].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1739 |         14 |         14 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[4].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1740 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[5].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1741 |          4 |          4 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[5].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1742 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[6].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1743 |          4 |          4 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   nz.tag_array[6].v_reg                                                                   |                                     bsg_dff_reset_en__parameterized2_1744 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   nz.tag_array[7].tag_r_reg                                                               |                                          bsg_dff_en__parameterized43_1745 |          2 |          2 |       0 |    0 |    11 |      0 |      0 |          0 |
