Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Tue Jul 30 16:04:48 2024
| Host         : aoi running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -file util.8.txt -hierarchical
| Design       : blackparrot_bd_1_wrapper
| Device       : xc7z045ffg900-2
| Speed File   : -2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                                  Instance                                                 |                                   Module                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                               wptr                                                                        |                                     bsg_circular_ptr__parameterized4_1265 |         18 |         18 |       0 |    0 |     5 |      0 |      0 |          0 |
|                             ptw                                                                           |                                                                 bp_be_ptw |        135 |        135 |       0 |    0 |    69 |      0 |      0 |          0 |
|                               (ptw)                                                                       |                                                                 bp_be_ptw |          9 |          9 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               miss_reg                                                                    |                                               bsg_dff_en__parameterized16 |         62 |         62 |       0 |    0 |    43 |      0 |      0 |          0 |
|                               walk_reg                                                                    |                                               bsg_dff_en__parameterized17 |         66 |         66 |       0 |    0 |    24 |      0 |      0 |          0 |
|                         fe                                                                                |                                                                 bp_fe_top |       3840 |       3803 |      37 |    0 |  2327 |     12 |      1 |          0 |
|                           (fe)                                                                            |                                                                 bp_fe_top |        301 |        301 |       0 |    0 |     0 |      0 |      0 |          0 |
|                           controller                                                                      |                                                          bp_fe_controller |         21 |         21 |       0 |    0 |     2 |      0 |      0 |          0 |
|                           fault_reg                                                                       |                                         bsg_dff_reset_en__parameterized12 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                           icache                                                                          |                                                              bp_fe_icache |       2381 |       2374 |       7 |    0 |  1039 |     11 |      0 |          0 |
|                             (icache)                                                                      |                                                              bp_fe_icache |          4 |          4 |       0 |    0 |     2 |      0 |      0 |          0 |
|                             cache_req_v_reg                                                               |                                        bsg_dff_reset__parameterized3_1257 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             data_mem_pkt_way_reg                                                          |                                                   bsg_dff__parameterized3 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|                             data_mems[0].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__4 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__4 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[1].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__6 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__6 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[2].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__3 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__3 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[3].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__7 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__7 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[4].data_mem                                                         |                                                          bsg_mem_1rw_sync |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                                rams_sp_wf |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[5].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__1 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__1 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[6].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__2 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__2 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_mems[7].data_mem                                                         |                                          bsg_mem_1rw_sync__hierPathDup__5 |          1 |          1 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                                                rams_sp_wf__hierPathDup__5 |          1 |          1 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             data_set_select_mux                                                           |                                           bsg_mux_one_hot__parameterized3 |          4 |          4 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             hit_index_encoder                                                             |                        bsg_encode_one_hot__parameterized0__hierPathDup__5 |         12 |         12 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             hit_mux                                                                       |                                                  bsg_mux__parameterized14 |        543 |        543 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             hit_reg                                                                       |                                                   bsg_dff__parameterized2 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |          0 |
|                             lru_encoder                                                                   |                                bsg_lru_pseudo_tree_encode__hierPathDup__2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               lru.rank[1].nz.mux                                                          |                                   bsg_mux__parameterized3__hierPathDup__2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               lru.rank[2].nz.mux                                                          |                                   bsg_mux__parameterized4__hierPathDup__2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             paddr_reg                                                                     |                                               bsg_dff_en__parameterized15 |         35 |         35 |       0 |    0 |    34 |      0 |      0 |          0 |
|                             pe_invalid                                                                    |                                       bsg_priority_encode__hierPathDup__2 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               b                                                                           |                        bsg_encode_one_hot__parameterized0__hierPathDup__4 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             read_data_rotate                                                              |                                          bsg_rotate_right__parameterized1 |        768 |        768 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             stat_mem                                                                      |                           bsg_mem_1rw_sync_mask_write_bit__parameterized3 |         15 |          8 |       7 |    0 |     7 |      0 |      0 |          0 |
|                               fromlutram.ram                                                              |                               bsg_mem_1rw_sync_mask_write_bit_distributed |         15 |          8 |       7 |    0 |     7 |      0 |      0 |          0 |
|                             tag_mem                                                                       |                           bsg_mem_1rw_sync_mask_write_bit__parameterized2 |        625 |        625 |       0 |    0 |   393 |      3 |      0 |          0 |
|                               from1r1w.ram                                                                |                 bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized2 |        625 |        625 |       0 |    0 |   393 |      3 |      0 |          0 |
|                                 (from1r1w.ram)                                                            |                 bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized2 |          0 |          0 |       0 |    0 |   184 |      0 |      0 |          0 |
|                                 common_next_regs                                                          |                                              bsg_dff__parameterized0_1262 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 common_regs                                                               |                                               bsg_dff_en__parameterized13 |          1 |          1 |       0 |    0 |     7 |      0 |      0 |          0 |
|                                 llr.dff_bypass                                                            |                                         bsg_dff_en_bypass__parameterized3 |        327 |        327 |       0 |    0 |   184 |      0 |      0 |          0 |
|                                   dff                                                                     |                                               bsg_dff_en__parameterized12 |        327 |        327 |       0 |    0 |   184 |      0 |      0 |          0 |
|                                 llr.read_en_dff                                                           |                                              bsg_dff__parameterized0_1263 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 ram                                                                       |                                         bsg_mem_1r1w_sync__parameterized4 |         92 |         92 |       0 |    0 |     0 |      3 |      0 |          0 |
|                                   ram                                                                     |                                     simple_dual_one_clock__parameterized4 |         92 |         92 |       0 |    0 |     0 |      3 |      0 |          0 |
|                                 write_regs                                                                |                                               bsg_dff_en__parameterized14 |        204 |        204 |       0 |    0 |    16 |      0 |      0 |          0 |
|                             tag_mem_last_read_reg                                                         |                              bsg_dff_reset_set_clear__parameterized0_1258 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             tag_mem_pkt_way_reg                                                           |                                              bsg_dff__parameterized3_1259 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                             tl_stage_reg                                                                  |                                         bsg_dff_reset_en__parameterized10 |         17 |         17 |       0 |    0 |    42 |      0 |      0 |          0 |
|                             tv_stage_reg                                                                  |                                         bsg_dff_reset_en__parameterized11 |        328 |        328 |       0 |    0 |   541 |      0 |      0 |          0 |
|                             v_tl_reg                                                                      |                                     bsg_dff_reset_en__parameterized2_1260 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             v_tv_reg                                                                      |                                     bsg_dff_reset_en__parameterized2_1261 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             word_select_mux                                                               |                                   bsg_mux__parameterized1__hierPathDup__1 |         13 |         13 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             write_mask_rotate                                                             |                                           bsg_rotate_left__parameterized1 |          8 |          8 |       0 |    0 |     0 |      0 |      0 |          0 |
|                           immu                                                                            |                                                                    bp_mmu |        525 |        525 |       0 |    0 |  1008 |      0 |      0 |          0 |
|                             (immu)                                                                        |                                                                    bp_mmu |         13 |         13 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             bypass_v_reg                                                                  |                                   bsg_dff_reset_set_clear__parameterized0 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             entry_reg                                                                     |                                                         bsg_dff_sync_read |         35 |         35 |       0 |    0 |    26 |      0 |      0 |          0 |
|                               bypass.data_reg                                                             |                                         bsg_dff_en_bypass__parameterized2 |         35 |         35 |       0 |    0 |    25 |      0 |      0 |          0 |
|                                 (bypass.data_reg)                                                         |                                         bsg_dff_en_bypass__parameterized2 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 dff                                                                       |                                               bsg_dff_en__parameterized11 |         34 |         34 |       0 |    0 |    25 |      0 |      0 |          0 |
|                               v_reg                                                                       |                                              bsg_dff__parameterized0_1256 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             r_v_reg                                                                       |                                              bsg_dff_reset_set_clear_1201 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             read_reg                                                                      |                                          bsg_dff_reset_en__parameterized8 |          3 |          3 |       0 |    0 |    29 |      0 |      0 |          0 |
|                             tlb                                                                           |                                                                    bp_tlb |        472 |        472 |       0 |    0 |   951 |      0 |      0 |          0 |
|                               mem_array_1g[0].mem_reg                                                     |                                                bsg_dff_en__parameterized9 |          0 |          0 |       0 |    0 |     6 |      0 |      0 |          0 |
|                               mem_array_2m[0].mem_reg                                                     |                                                bsg_dff_en__parameterized8 |          0 |          0 |       0 |    0 |    15 |      0 |      0 |          0 |
|                               mem_array_4k[0].mem_reg                                                     |                                                bsg_dff_en__parameterized7 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[10].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1202 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[11].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1203 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[12].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1204 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[13].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1205 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[14].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1206 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[15].mem_reg                                                    |                                           bsg_dff_en__parameterized7_1207 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[1].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1208 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[2].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1209 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[3].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1210 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[4].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1211 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[5].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1212 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[6].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1213 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[7].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1214 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[8].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1215 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               mem_array_4k[9].mem_reg                                                     |                                           bsg_dff_en__parameterized7_1216 |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                               one_hot_sel_high                                                            |                                           bsg_mux_one_hot__parameterized2 |         44 |         44 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               one_hot_sel_low                                                             |                                           bsg_mux_one_hot__parameterized0 |         81 |         81 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               one_hot_sel_med                                                             |                                           bsg_mux_one_hot__parameterized1 |         81 |         81 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               replacement_4k                                                              |                                                  bsg_cam_1r1w_replacement |         54 |         54 |       0 |    0 |    15 |      0 |      0 |          0 |
|                                 lru.alloc_update_mux                                                      |                                           bsg_mux_bitwise__parameterized1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   mux_segmented                                                           |                                    bsg_mux_segmented__parameterized2_1255 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 lru.empty_encoder                                                         |                                       bsg_priority_encode__parameterized0 |         33 |         33 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   b                                                                       |                                   bsg_encode_one_hot__parameterized1_1254 |         33 |         33 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 lru.lru_encoder                                                           |                                bsg_lru_pseudo_tree_encode__parameterized0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   lru.rank[1].nz.mux                                                      |                                                   bsg_mux__parameterized3 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   lru.rank[2].nz.mux                                                      |                                                   bsg_mux__parameterized4 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   lru.rank[3].nz.mux                                                      |                                                  bsg_mux__parameterized13 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 lru.lru_reg                                                               |                                          bsg_dff_reset_en__parameterized9 |          5 |          5 |       0 |    0 |    15 |      0 |      0 |          0 |
|                                 lru.read_update_mux                                                       |                                      bsg_mux_bitwise__parameterized1_1253 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   mux_segmented                                                           |                                         bsg_mux_segmented__parameterized2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 lru.read_way_encoder                                                      |                                        bsg_encode_one_hot__parameterized1 |         17 |         17 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               tag_array_1g                                                                |                                    bsg_cam_1r1w_tag_array__parameterized0 |         10 |         10 |       0 |    0 |    28 |      0 |      0 |          0 |
|                                 (tag_array_1g)                                                            |                                    bsg_cam_1r1w_tag_array__parameterized0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 nz.tag_array[0].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1251 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[0].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1252 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               tag_array_2m                                                                |                               bsg_cam_1r1w_tag_array__parameterized0_1217 |         12 |         12 |       0 |    0 |    28 |      0 |      0 |          0 |
|                                 (tag_array_2m)                                                            |                               bsg_cam_1r1w_tag_array__parameterized0_1217 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 nz.tag_array[0].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1249 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[0].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1250 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               tag_array_4k                                                                |                                                    bsg_cam_1r1w_tag_array |        190 |        190 |       0 |    0 |   448 |      0 |      0 |          0 |
|                                 (tag_array_4k)                                                            |                                                    bsg_cam_1r1w_tag_array |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 nz.tag_array[0].tag_r_reg                                                 |                                               bsg_dff_en__parameterized10 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[0].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1218 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[10].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1219 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[10].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1220 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[11].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1221 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[11].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1222 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[12].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1223 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[12].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1224 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[13].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1225 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[13].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1226 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[14].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1227 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[14].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1228 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[15].tag_r_reg                                                |                                          bsg_dff_en__parameterized10_1229 |         23 |         23 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[15].v_reg                                                    |                                     bsg_dff_reset_en__parameterized2_1230 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[1].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1231 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[1].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1232 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[2].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1233 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[2].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1234 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[3].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1235 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[3].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1236 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[4].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1237 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[4].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1238 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[5].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1239 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[5].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1240 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[6].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1241 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[6].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1242 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[7].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1243 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[7].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1244 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[8].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1245 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[8].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1246 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                                 nz.tag_array[9].tag_r_reg                                                 |                                          bsg_dff_en__parameterized10_1247 |          9 |          9 |       0 |    0 |    27 |      0 |      0 |          0 |
|                                 nz.tag_array[9].v_reg                                                     |                                     bsg_dff_reset_en__parameterized2_1248 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               vtag_reg                                                                    |                              bsg_dff_en__parameterized10__hierPathDup__13 |          0 |          0 |       0 |    0 |    27 |      0 |      0 |          0 |
|                           pc_gen                                                                          |                                                              bp_fe_pc_gen |        505 |        475 |      30 |    0 |   211 |      1 |      1 |          0 |
|                             (pc_gen)                                                                      |                                                              bp_fe_pc_gen |         41 |         41 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             bht                                                                           |                                                                 bp_fe_bht |         40 |         40 |       0 |    0 |    14 |      0 |      1 |          0 |
|                               (bht)                                                                       |                                                                 bp_fe_bht |          4 |          4 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               bht_mem                                                                     |                                         bsg_mem_1r1w_sync__parameterized3 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
|                                 ram                                                                       |                                     simple_dual_one_clock__parameterized3 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
|                               fold.pred_idx_reg                                                           |                                                   bsg_dff__parameterized1 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               init_counter                                                                |                                      bsg_counter_clear_up__parameterized4 |         20 |         20 |       0 |    0 |    10 |      0 |      0 |          0 |
|                             btb                                                                           |                                                                 bp_fe_btb |        128 |        128 |       0 |    0 |     9 |      1 |      0 |          0 |
|                               (btb)                                                                       |                                                                 bp_fe_btb |          3 |          3 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               init_counter                                                                |                                      bsg_counter_clear_up__parameterized3 |         13 |         13 |       0 |    0 |     7 |      0 |      0 |          0 |
|                               tag_mem                                                                     |                                         bsg_mem_1r1w_sync__parameterized2 |        113 |        113 |       0 |    0 |     0 |      1 |      0 |          0 |
|                                 ram                                                                       |                                     simple_dual_one_clock__parameterized2 |        113 |        113 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             ghist_reg                                                                     |                                          bsg_dff_reset_en__parameterized7 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |          0 |
|                             if1_stage_reg                                                                 |                                          bsg_dff_reset_en__parameterized4 |         76 |         76 |       0 |    0 |    90 |      0 |      0 |          0 |
|                             if2_stage_reg                                                                 |                                          bsg_dff_reset_en__parameterized5 |         50 |         50 |       0 |    0 |    49 |      0 |      0 |          0 |
|                             pc_if2_reg                                                                    |                                          bsg_dff_reset_en__parameterized6 |        123 |        123 |       0 |    0 |    39 |      0 |      0 |          0 |
|                             ras                                                                           |                                                                 bp_fe_ras |         46 |         16 |      30 |    0 |     8 |      0 |      0 |          0 |
|                               (ras)                                                                       |                                                                 bp_fe_ras |          2 |          2 |       0 |    0 |     0 |      0 |      0 |          0 |
